,Article,Keywords,Location,Latitude,Longitude,Timestamp,Date mm-dd-yyyy,Crime
119,"A minor dispute between two parties took a violent turn in Nawagarh Kharkhari Basti of Madhuban police station under Baghmara of Dhanbad district of Jharkhand. Soon stone pelting started from both the sides. In which many houses, shops, four and two wheelers were damaged. While there are reports of injuries to many people from both the sides.
There were also reports of firing and bombing from both sides during this clash.During this clash, information of firing and bombing is also being received from both sides, although it has not been officially confirmed. 
Seeing the deteriorating situation at the scene , the police handled the front Along with Madhuban on the spot,It is said about the incident that there was a dispute between the children about something and in the meantime a child of one side was kidnapped. After this the dispute escalated into a violent clash. However, information is also being received that the kidnapped child was found safe. 
A person was taken into custody by the police. This also assured that legal action will be taken against the person who created the dispute.","['madhuban', 'meantime', 'custody', 'minor dispute', 'sides', 'bombing', 'something', 'shops', 'situation', 'madhuban police station', 'violent clash', 'many people', 'police', 'nawagarh kharkhari basti', 'wheelers', 'incident', 'dhanbad district', 'clash', 'baghmara', 'kidnapped child', 'side', 'spot', 'reports', 'information', 'child', 'dispute', 'children', 'many houses', 'legal action', 'scene', 'stone pelting', 'person', 'injuries', 'parties', 'violent turn', 'front', 'jharkhand']",Jharkhand,23.79638565,86.20520824,21:54:00,08-05-2022,Riot
120,"Ramgarh : The court of Junior District Sessions Judge III Sanjay Pratap of Ramgarh, Jharkhand has sentenced two accused in the six-year-old murder case to life imprisonment. Along with this, he has been sentenced to a fine of thirty thousand rupees. The matter is being told of Hehal village of Barkakana OP area.
Sentenced to the accused after six years 
At the same time, a provision of one year additional punishment has been fixed for non-deposit of Rs. In fact, six years ago, Kishore Giri's son Sunil Giri was arrested for opposing the black marketing of water allocated from CCL, Anwar Hussain and Mohd. Kalam was beaten to death. After the hearing that lasted for six years, the victim's family has expressed gratitude to the court for the sentencing of the accused.","['mohd', 'old murder case', 'hehal village', 'kalam', 'hearing', 'life imprisonment', 'water', 'family', 'non - deposit', 'sentencing', 'junior district sessions judge iii sanjay pratap', 'court', 'additional punishment', 'matter', 'years', 'kishore giri', 'barkakana op area', 'anwar hussain', 'year', 'rupees', 'gratitude', 'provision', 'victim', 'same time', 'death', 'rs', 'ccl', 'son sunil giri', 'ramgarh', 'black marketing', 'fact', 'fine', 'jharkhand']",Jharkhand,23.61755935,85.43161466,14:19:00,07-28-2022,Murder
121,"The news of criminals trying to gang-rape by kidnapping a girl returning from Rath Mela is coming to the fore. The incident is being told of Narkopi police station area of ​​Ranchi. However, with the help of the villagers, the police have arrested all the accused. All the 6 accused who were caught by the police are residents of Bharno police station area of ​​Gumla district.
The arrested accused include Arbaaz Alam, Jasim Khan, Mir Gufran, Saqlain Khan, Mir Arfaaz and a minor. Disclosing the matter, Rural SP Naushad Alam said that a minor girl along with her friends had gone to see the Bhandara Rath Mela in Lohardaga on July 10. At around 5:30 pm, she was returning with her friend in Narkopi village. In the meantime, he took photographs near the monastery mountain and then started going towards the house. In the meantime, six criminals arrived on two bikes and caught the minor and his friends. 
Friends started beating the accused. In this sequence, the criminals started molesting the minor girl. On protesting, the criminals forcibly put the minor on their bike and started taking them along. The minor and his friends started making noise. Hearing the voice of both the teenagers, the nearby villagers reached the spot and caught the criminals, the villagers beat up the criminals fiercely. After this, Narkopi police station was handed over to the police.","['meantime', 'monastery mountain', 'pm', 'narkopi police station', 'noise', 'bhandara rath mela', 'gang', 'news', 'fore', 'girl', 'rape', 'criminals', 'police', 'incident', 'matter', 'jasim khan', 'rural sp naushad alam', 'bharno police station area', 'july', 'narkopi village', 'friends', 'narkopi police station area', 'friend', 'spot', 'gumla district', 'rath mela', 'minor girl', 'villagers', 'mir arfaaz', 'voice', 'house', 'residents', 'teenagers', 'ranchi', 'lohardaga', 'help', 'bikes', 'nearby villagers', 'minor', 'photographs', 'sequence', 'bike', 'mir gufran', 'saqlain khan', 'arbaaz alam']",Jharkhand,23.22956121,84.88946847,14:24:00,07-13-2022,Rape
122,"Father is considered to be the roof of the house. Just as the roof protects the house from the ravages of all weather. It is believed that the father will protect all the members of the family from every problem and bad situation. But when the protector becomes the eater, then life becomes a canker. Even after wanting, a person cannot tell his problem in front of people. He hesitates to share it with anyone. Such a demonic father's handiwork has come to the fore in Jharkhand. Who ruined the relationship. 
The incident is of peg. Where a father has made his own minor daughter a victim of lust. The accused had been raping the victim for almost two years. But no one in the family even got the news. Surprisingly, the accused used to make videos at the time of rape. He used to threaten to make the video viral if the daughter opened her mouth. Because of which the girl was suffering because of fear. Every time he used to delete the video made at the time of rape when the victim remained silent.
The matter came to light on 4 July. Actually, that day the girl's mother had gone to her sister's house. When the minor returned from school, there was no one in the house. Taking advantage of the opportunity, the accused again carried out the act. On protesting at the time of rape, Kaliyugi's father also beat up Beharmi with a belt. No one can hear the sound of the baby crying. For this, he increased the sound of the TV. On the other hand, when the mother returned home, the girl cried and told her the whole incident.  
The wife of the accused lodged a complaint of the incident at Khunti Mahila Police Station without delay. A case has been registered against the accused under several sections including 376/2 POCSO 223/504/503/4/6 under 15/22. SP Aman Kumar said that after registering the case after the complaint, the accused father has been arrested and medical examination of the victim student is being done. 

The girl told the police that since the year 2019, her father used to molest her with a wrong intention, but from 2020 he started carrying out his wrong intentions. The victim told that she was beaten up when she protested. At the same time, on opening his mouth, threats to kill him were given by the accused father. ","['fear', 'ravages', 'roof', 'protector', 'own minor daughter', 'videos', 'other hand', 'mother', 'several sections', 'light', 'threats', 'anyone', 'sound', 'problem', 'fore', 'news', 'weather', 'father', 'girl', 'rape', 'sp aman kumar', 'opportunity', 'baby', 'police', 'incident', 'kaliyugi', 'relationship', 'years', 'matter', 'daughter', 'complaint', 'members', 'whole incident', 'july', 'pocso', 'bad situation', 'one', 'lust', 'canker', 'act', 'year', 'day', 'wrong intentions', 'eater', 'school', 'belt', 'peg', 'demonic father', 'house', 'victim', 'case', 'same time', 'delay', 'handiwork', 'people', 'life', 'khunti mahila police station', 'tv', 'mouth', 'time', 'wife', 'sister', 'medical examination', 'person', 'wrong intention', 'beharmi', 'family', 'advantage', 'victim student', 'video', 'front', 'jharkhand']",Jharkhand,23.06446533,85.28823775,13:57:00,07-10-2022,Rape
123,"A 40-year-old woman was stabbed to death allegedly by her lover in Jharkhand's Godda district on Tuesday, police said.
The incident happened in the Mehrama police station area, they said. The woman, a mother of four children, was allegedly in an illicit relationship with the man, police said.
She went out of the house in the early hours to relieve herself, they said. Her body was later found in a nearby paddy field, police said.
The woman's family alleged that she was killed by her lover.Deputy Superintendent of Police Shiv Shankar Tiwary said an investigation into the incident is underway. The body of the woman was sent to Sadar Hospital for post-mortem, he said.","['illicit relationship', 'mehrama police station area', 'police shiv shankar tiwary', 'investigation', 'godda district', 'man', 'deputy superintendent', 'police', 'body', 'old woman', 'year', 'family', 'early hours', 'jharkhand', 'sadar hospital', 'death', 'incident', 'woman', 'children', 'mother', 'lover', 'tuesday', 'nearby paddy field', 'house']",Godda,24.82651987,87.21472924,19:07:00,01-04-2022,Murder
124,"A woman was stripped and her hair was chopped off by villagers after she complained of sex harassment by her 22-year-old nephew in Jharkhand's Koderma district, the police said on Sunday.
The woman said she complained about sex harassment by her nephew to some women at the village. But instead of helping her, a panchayat was called on August 21, where it was decide she would be thrashed and her hair chopped off, the police said.In the police complaint filed by the woman, she alleged she was dragged out of her house and brought before the panchayat.She alleged her nephew had been sexually harassing her for the last three months in her husband's absence.""Eleven people have been identified for their involvement in the case,"" senior police officer M Tamil Vanjan said. No one has been arrested yet. The police said they are investigating the case.","['women', 'village', 'villagers', 'police complaint', 'senior police officer m tamil vanjan', 'case', 'police', 'people', 'absence', 'panchayat', 'year', 'one', 'involvement', 'august', 'jharkhand', 'hair', 'months', 'nephew', 'woman', 'sex harassment', 'old nephew', 'koderma district', 'husband', 'sunday', 'house']",Koderma,24.46550628,85.59245356,21:59:00,08-26-2019,Sexual harassment
125,"Ranchi Police on Saturday arrested four youths and one juvenile for allegedly raping and killing a 15-year-old girl in Lapung area of rural Ranchi.
According to Naushad Alam, Superintendant of Police, (rural) Ranchi, the incident was reported on July 23. The juvenile is the prime accused in the case. The victim and prime accused were friends, but once she started talking to another boy, it irked the accused and he planned to kill her.The official said the victim had gone for paddy cultivation with her sister. While her sister went home in the evening, she stayed behind to complete the cultivation.
When she did not return till late at night, the family informed the police. The police team launched the search in that area. Calls made on the victim's mobile number traced her deep into the jungle where she was found with her head smashed.
During the investigation, police reached out to the prime accused. Upon sustained interrogation, he confessed to his crimes. The juvenile revealed that he and his adult associates raped and killed the victim by smashing her skull.Police have recovered the brick used to smash her and the undergarments of the accused as well as some other evidence. All samples have been sent to the forensic science lab.
The accused persons other than the minor have been identified as Roshan Horo, Sukhram Horo, Rahul Horo and Pawan Horo.An FIR was registered under sections 302, 376(3) of IPC and section 4/6 POCSO Act at Lapung police station.","['paddy cultivation', 'friends', 'official', 'rahul horo', 'rural ranchi', 'evening', 'brick', 'victim', 'naushad alam', 'area', 'fir', 'sections', 'lapung area', 'prime', 'boy', 'calls', 'persons', 'pawan horo', 'case', 'ranchi police', 'lapung police station', 'investigation', 'mobile number', 'section', 'juvenile', 'adult associates', 'police', 'sustained interrogation', 'year', 'superintendant', 'sister', 'family', 'undergarments', 'night', 'roshan horo', 'ranchi', 'samples', 'crimes', 'saturday', 'cultivation', 'forensic science lab', 'pocso act', 'old girl', 'ipc', 'incident', 'sukhram horo', 'police team', 'other evidence', 'youths', 'search', 'jungle', 'july', 'head', 'skull']",Ranchi,23.34665661,85.31308392,21:22:00,07-30-2022,"[Rape, murder] "
126," A court in Jharkhand's Medininagar on Wednesday sentenced three people, including a former MLA's brother, to 20 years of rigorous imprisonment each for gang-raping a woman, and a woman accomplice to 10 years in jail for aiding them in committing the crime.The court of Palamu District and Sessions Judge KPN Pandey also slapped a fine of ₹ 20,000 each on the three convicts, failure of payment of which will attract an additional prison term of six months each, senior advocate Sudha Pandey said.Similarly, the woman convict was also slapped with a fine of ₹ 10,000 and non-payment of the amount will lead to an additional sentence of six months.The incident took place in Rahiya village in Manatu police station area on December 16, 2016 when the woman was gang-raped by her husband, and his two friends, of whom one is the brother of a former MLA, and they were assisted by another woman in committing the crime.","['friends', 'additional sentence', 'woman convict', 'jail', 'failure', 'senior advocate sudha pandey', 'fine', 'gang', 'december', 'place', 'manatu police station area', 'rahiya village', 'sessions judge kpn pandey', 'people', 'payment', 'additional prison term', 'medininagar', 'former mla', 'non - payment', 'brother', 'palamu district', 'woman accomplice', 'court', 'jharkhand', 'rigorous imprisonment', 'wednesday', 'months', 'woman', 'incident', 'amount', 'years', 'crime', 'husband', 'convicts']",Medininagar,24.03893674,84.08790086,05:48:00,12-23-2021,Gang rape
127,"A man killed five members of his family in Koderma in Ranchi alleging that his wife had illicit relationships, police said on Wednesday.
According to the police, Gango Das, 30 reached his home at Harijan tola situated under Masmohana Panchayat of Koderma district on Tuesday night. He started fighting with his wife who was eight months pregnant.
The family members including the mother and two other relatives tried to intervene into the issue. He picked up a rod and hit his wife Sheela Devi, 27, mother Shanti, 60 , daughter Radhika Kumari, 6 and son Piyush Kumar, 2 and two other family members.Except one niece all five died on the spot. She has been admitted in a local hospital for treatment. After the massacre, accused locked himself in a room.Police has said Gango Das was mentally disturbed.

","['koderma', 'gango das', 'niece', 'issue', 'rod', 'other family members', 'harijan tola', 'massacre', 'man', 'mother shanti', 'tuesday night', 'police', 'treatment', 'wife', 'members', 'family members', 'room', 'family', 'son piyush kumar', 'ranchi', 'local hospital', 'months', 'wednesday', 'masmohana panchayat', 'daughter radhika kumari', 'illicit relationships', 'mother', 'koderma district', 'spot', 'other relatives', 'wife sheela devi', 'home']",Ranchi,23.34665661,85.31308392,15:42:00,11-27-2019,Murder
128,"Two men were murdered and their girlfriends abducted in Jharkhand's Gumla district, police said today.
The bodies of Mangal Deo Oraon, 22, and Punai Oraon, 20, were found in Targut village. Their heads had been crushed by boulders.
Police found two slippers and clothes of women as well as a bike at the spot.Police officer Upendra Kumar Mahto said the girls may have been lovers of the deceased and could have been abducted by criminals. 
According to family members, the two youths left their home on Saturday to take part in a tribal festival. Both were seen with the girls yesterday.","['men', 'women', 'mangal deo oraon', 'girls', 'girls yesterday', 'girlfriends', 'bodies', 'slippers', 'lovers', 'targut village', 'part', 'police officer upendra kumar mahto', 'police', 'family members', 'clothes', 'punai oraon', 'boulders', 'bike', 'heads', 'saturday', 'jharkhand', 'tribal festival', 'criminals', 'today', 'youths', 'gumla district', 'spot', 'home']",Ranchi,23.34665661,85.31308392,19:51:00,10-29-2018,Murder
158,"A man who allegedly killed his wife, two teenage children and the wife's grandmother has been arrested days after the chilling crime, police said on Thursday.
  The semi-decomposed bodies of Sonalben Gaekwad (37), her son Ganesh (17), daughter Pragati (15) and Sonalben's grandmother Subhadraben (70) were found in their house in Odhav locality of Ahmedabad on Tuesday night.
  
  It was suspected that they had been stabbed to death a few days earlier.
  
  ""We have arrested Vinod Gaekwad, the accused, from an ST (state transport corporation) bus in Dahod district when he was returning to Gujarat from Indore in Madhya Pradesh. He admitted that he killed his wife, children and the wife's grandmother,"" the Ahmedabad crime branch said in a release.
  
  Gaekwad allegedly told police that he killed his wife on the suspicion that she was having an affair, and later killed the two children and the wife's grandmother to conceal the crime.The murders came to light after Sonalben's mother Sanjuben approached police, saying that she was not able to contact her daughter on phone and her house was locked from outside.","['affair', 'semi - decomposed bodies', 'few days', 'vinod gaekwad', 'dahod district', 'madhya pradesh', 'daughter', 'sonalben gaekwad', 'wife', 'gaekwad', 'son ganesh', 'ahmedabad', 'grandmother', 'crime', 'mother sanjuben', 'bus', 'phone', 'children', 'man', 'release', 'suspicion', 'death', 'indore', 'light', 'murders', 'thursday', 'st', 'days', 'sonalben', 'tuesday night', 'odhav locality', 'grandmother subhadraben', 'gujarat', 'house', 'teenage children', 'ahmedabad crime branch', 'police', 'daughter pragati', 'state transport corporation']",Ahmedabad,23.02556214,72.67208901,05:06,04-01-2022,Murder
159,"In September, 2018, Hardik Chavda had stabbed his pregnant sister Tarunaben (21) eight times and her husband Vishal Parmar (22) 17 times with a knife in full public view, after holding a grudge against them for marrying against the family's wishes.","['sister tarunaben', 'wishes', 'knife', 'grudge', 'times', 'hardik chavda', 'full public view', 'husband vishal parmar', 'family', 'september']",Ahmedabad,22.988661,72.375945,18:14,03-16-2022,Murder
160,"The Economic Offences Wing (EOW) of the Ahmedabad city crime branch has arrested a man and his sister for allegedly duping several people of ₹ 2.92 crore through ponzi schemes, officials said on Wednesday.The crime branch had recently learnt that Mahesh Bhadra was collecting money from people by floating two investment schemes under the name Chirag Mitra Mandal, under which good returns were promised. The trio was operating from two offices, one in Behrampura and another in Nikol area of the city.
  
  In the first scheme, which was floated in September 2018, people were required to deposit 32 monthly instalments of ₹ 2,000 each. Bhadra had promised to pay ₹ 1.5 lakh prize money to the winner of the lucky draw to be conducted in the first month and the prize money would increase by ₹ 50,000 with the passing of each subsequent month, an official release said.
  
  The Bhadras even promised to give 100 gram gold bars to the runners-up every month. For those who cannot win a single lucky draw in 32 months, they had promised to pay ₹ 70,000 following the completion of the scheme after 32 months, it said.
  
  In another scheme, floated in March 2019, interested persons were asked to deposit ₹ 1 lakh advance to be able to take part in a monthly lucky draw which offered ₹ 2 lakh prize money for the winner, the release said.
  
  For the first scheme, the trio collected ₹ 2,78,10,000, of which, they paid ₹ 20.59 lakh towards the prize money and kept ₹ 2,57,51,000 with themselves. Of the total ₹ 60 lakh collected in the second scheme, the trio kept ₹ 35 lakh with themselves and paid the remaining to the members.
  
  In all, the scamsters made ₹ 2.92 crore by duping the investors and the commission agents.","['subsequent month', 'single lucky draw', 'official release', 'scheme', 'march', 'nikol area', 'lakh advance', 'crore', 'several people', 'city', 'economic offences wing', 'scamsters', 'first scheme', 'part', 'months', 'mahesh bhadra', 'prize money', 'commission agents', 'name chirag mitra mandal', 'interested persons', 'officials', 'bhadras', 'trio', 'crime branch', 'monthly instalments', 'good returns', 'monthly lucky draw', 'investment schemes', 'lucky draw', 'completion', 'behrampura', 'eow', '₹', 'runners', 'gram gold bars', 'offices', 'bhadra', 'lakh', 'ponzi schemes', 'ahmedabad city crime branch', 'wednesday', 'month', 'members', 'investors', 'passing', 'money', 'lakh prize money', 'first month', 'second scheme', 'winner', 'release', 'total ₹', 'sister', 'man', 'september', 'people']",Ahmedabad,23.06819,72.653854,12:06,01-20-2022,Fraudulent
161,"A sessions court on Friday convicted a man for the rape and killing of a 10-year-old girl in Pandesara area of Gujarat's Surat city.
  Additional sessions judge NA Anjaria pronounced Dinesh Baisane (24) guilty as charged for rape and murder under the Indian Penal Code and relevant provisions of the Protection of Children against Sexual Offences (POCSO) Act.According to the prosecution, Mr Baisane lured the girl by offering to buy her some food when she was playing near her uncle''s house in the locality on December 7, 2020.
  The accused then took the child to a secluded place and sexually assaulted her, and when she started shouting for help, he killed her beating her to death with a brick, the prosecution stated.
  The victim's parents approached the police when she did not return home till evening.
  Mr Baisane was apprehended by the police the next day based on CCTV footage and information shared by locals. In one of the clips, the accused can be seen taking the girl to a local shop.","['locality', 'cctv footage', 'surat city', 'friday', 'prosecution', 'house', 'sexual offences', 'sessions court', 'act', 'relevant provisions', 'additional sessions', 'locals', 'pandesara area', 'mr baisane', 'clips', 'old girl', 'help', 'girl', 'killing', 'child', 'food', 'secluded place', 'next day', 'pocso', 'na anjaria', 'rape', 'death', 'information', 'parents', 'children', 'dinesh baisane', 'december', 'protection', 'brick', 'police', 'victim', 'gujarat', 'evening', 'murder', 'indian penal code', 'year', 'uncle', 'local shop', 'man']",Surat,21.14989,72.825456,10.15,12-07-2020,"[Rape,Murder]"
162,"A 25-year-old woman was allegedly thrashed to death by two exorcists and three others to free her from evil spirit in Gujarat's Devbhoomi Dwarka district, the police said on ThursdayA family of 20-25 people had come to Okha Madhi from Mithapur for celebrating Navratri. During the festival, the woman reportedly possessed an evil spirit in her. At that time, two exorcists - Rameshbhai Solanki and Arjun Solanki - who were present there, said that if they don't kill her then she would kill them.Speaking further, Mr Chaudhary said, ""Then these two exorcists beat her up with a hot chain and three others with firewood. Due to this, she succumbed to injuries. The other three accused have been identified as Varsi Solanki, Manu Solanki, and Bhavesh Solanki.""
  
  The five accused have been arrested under Section 302 (murder) of the Indian Penal Code (IPC).","['navratri', 'bhavesh solanki', 'woman', 'firewood', 'rameshbhai solanki', 'ipc', 'mithapur', 'varsi solanki', 'old woman', 'exorcists', 'others', 'okha madhi', 'manu solanki', 'hot chain', 'time', 'death', 'devbhoomi dwarka district', 'thursdaya family', 'injuries', 'police', 'arjun solanki', 'festival', 'mr chaudhary', 'gujarat', 'section', 'evil spirit', 'murder', 'indian penal code', 'year', 'people']",Devbhoomi Dwarka,22.085572,69.109159,19.15,10-13-2020,Murder
163,"A man who was held from Kota in Rajasthan for abandoning his toddler son in Gandhinagar in Gujarat had allegedly murdered the infant's mother before fleeing the state, a police official said on Sunday.
  The 10-month-old child was found abandoned late Friday night outside a cowshed in Gandhinagar's Pethapur village, and 14 police teams soon zeroed in on his father, Sachin Dikshit, after checking CCTV footage of the vicinity and he was held on Saturday and brought to Ahmedabad on Sunday morning, police said.
  
  ""(Mr) Dikshit was married but had a live-in relation with the victim, identified as Menhndi alias Heena Pathani, with whom he had the boy. He first strangled Heena in a Vadodara flat, then abandoned baby Shivansh near the cowshed and fled,"" Abhay Chudasama, Inspector General of Police (Gandhinagar Range) told reporters.
  
  ""The body of the toddler's mother was found packed in a bag in the kitchen of their flat in Vadodara on Sunday. (Mr) Dikshit used to live five days a week with Heena in Vadodara, where he worked, and spent the weekends in his Gandhinagar flat with wife and parents,"" the IG said.
  
  He met Heena in 2019 when she was working in a showroom in Ahmedabad, and then after a brief separation, reunited and started living in with her after he got a job in Vadodara, with Shivansh being born in 2020, he added Two days ago, the couple had a fight after Mr Dikshit said he was going to his native Uttar Pradesh to live with his parents and wife, the official said.
  
  ""An argument broke out and he strangled Heena and then packed the body in a bag, leaving it in the kitchen, possibly as he could not muster courage to dispose it of. He abandoned the baby near a cowshed from where he frequently bought milk,"" he said.","['native uttar pradesh', 'vadodara', 'sunday morning', 'kitchen', 'vadodara flat', 'wife', 'heena', 'police official', 'relation', 'argument', 'cctv footage', 'mr', 'toddler', 'infant', 'late friday night', 'days', 'brief separation', 'baby shivansh', 'fight', 'vicinity', 'job', 'week', 'couple', 'baby', 'bag', 'boy', 'sunday', 'shivansh', 'gandhinagar', 'state', 'menhndi alias heena pathani', 'sachin dikshit', 'ahmedabad', 'rajasthan', 'inspector general', 'saturday', 'dikshit', 'parents', 'month', 'toddler son', 'abhay chudasama', 'gandhinagar range', 'body', 'ig', 'showroom', 'police', 'milk', 'mother', 'victim', 'kota', 'gujarat', 'old child', 'police teams', 'weekends', 'official', 'courage', 'pethapur village', 'mr dikshit', 'reporters', 'father', 'man']",Vadodara,22.34449821,73.16840368,22:30,10-07-2021,Murder
164,"A 19-year-old was stabbed to death and his brother severely injured following an argument over dancing at a wedding in Rander in Gujarat's Surat, police said today.
  Vijay Borkar and his brother Ravi, 24, were allegedly attacked by four unidentified men at a friend's sister's wedding on Monday night, an official from Rander police station in Gujarat's Surat city said.
  
  ""While Vijay was stabbed in the chest, Ravi was stabbed in the leg, after the accused objected to them dancing,"" the official told news agency Press Trust of India. The two men were taken to a nearby hospital where Vijay succumbed to his injuries and his brother is undergoing treatment, he added.
  A case has been registered against four missing accused under section 302 - murder, and other relevant provisions of the Indian Penal Code, he said, adding that further investigations are underway.","['brother', 'vijay', 'argument', 'nearby hospital', 'surat city', 'monday night', 'rander', 'india', 'unidentified men', 'case', 'surat', 'rander police station', 'brother ravi', 'death', 'news agency press trust', 'other relevant provisions', 'injuries', 'further investigations', 'indian penal code', 'vijay borkar', 'ravi', 'police', 'gujarat', 'official', 'leg', 'section', 'murder', 'wedding', 'friend', 'today', 'men', 'treatment', 'year', 'sister', 'chest']",Rander,21.21883073,72.79613189,19:30,11-18-2019,Murder
165,"A 58-year-old man was today arrested for allegedly raping a minor girl in Rajkot's Aji Dam area, police said.
  
  Police said that Sudama Chaudhary, a native of Uttar Pradesh, was caught by the survivor's mother while he was allegedly raping her in his room on Friday.","['uttar pradesh', 'police', 'minor girl', 'sudama chaudhary', 'room', 'mother', 'native', 'survivor', 'today', 'rajkot', 'friday', 'year', 'aji dam area', 'old man']",Rajkot,22.26026764,70.85047746,20:00,05-18-2018,Rape
166,"Six people were killed in a clash in a village in Gujarat's Kutch district on Tuesday night following a long-standing feud between two families over the local panchayat elections, police said.
  Among those killed were the son and the father-in-law of woman sarpanch (village head) Shakinaben Bhulia, they said.A heated argument broke out between members of the two families, belonging to two different communities at Chhasra village over the sarpanch's election which had taken place two years ago, Kutch (West) Superintendent of Police M S Bharada said.
  
  It escalated as the two groups attacked each other using sharp weapons, killing six people and injuring four, he said.
  
  The people who died included the sarpanch's son Abid (25) and her father-in-law Adam Bhulia (65).
  
  The others who were killed were identified as Mangal Ahir (27), Bharat Ahir (28), Bhargav Ahir (26) and Chetan Ahir (38), said an official of Mundra police station.
  
  Some villagers were unhappy after Shakinaben was elected as sarpanch by defeating Raniben Ahir two years ago.Ahir and Bhulia families lodged FIRs against each other at the Mundra police station for offences of murder and attempt to murder, a police official said.
  
  Nobody has been arrested yet, he added.","['different communities', 'west', 'families', 'police official', 'son', 'local panchayat elections', 'bharat ahir', 'village head', 'mundra police station', 'place', 'kutch district', 'raniben ahir', 'villagers', 'superintendent', 'others', 'bhulia families', 'tuesday night', 'chhasra village', 'shakinaben', 'people', 'son abid', 'attempt', 'police m s bharada', 'chetan ahir', 'ahir', 'firs', 'law', 'kutch', 'nobody', 'law adam bhulia', 'years', 'sarpanch', 'shakinaben bhulia', 'heated argument', 'police', 'clash', 'members', 'mangal ahir', 'groups', 'sharp weapons', 'gujarat', 'official', 'offences', 'murder', 'feud', 'village', 'election', 'bhargav ahir', 'father', 'woman sarpanch']",Kutch,22.82958295,69.70642613,16:30,10-25-2019,Murder
167,"A man was arrested on Thursday for allegedly killing his baby daughter by pouring acid on her and trying to frame up his relatives for the crime in Mehsana district of Gujarat.
  A woman called the police control room on Thursday morning, claiming that her relatives had killed her eight-month-old daughter by pouring acid on her at their house in Chalasan village, the police said.
  
  The local police rushed to the spot and sent the body for autopsy, which confirmed that the child had died of acid attack injuries, said deputy superintendent of police Manjita Vanzara.
  
  ""During questioning, the girl's father Vinuji Thakor, 40 broke down and admitted that he killed the baby and forced his wife who is disabled to call police and make a false claim that their relatives were involved in the crime,"" said Manjita Vanzara.","['wife', 'woman', 'local police', 'acid attack injuries', 'house', 'crime', 'baby', 'acid', 'father vinuji thakor', 'thursday', 'police manjita vanzara', 'girl', 'thursday morning', 'child', 'relatives', 'police control room', 'body', 'month', 'false claim', 'police', 'questioning', 'manjita vanzara', 'gujarat', 'spot', 'old daughter', 'deputy superintendent', 'mehsana district', 'chalasan village', 'man', 'baby daughter']",Mehsana,23.58955344,72.36941703,07:00,10-10-2019,Murder
168,"The Ahmedabad Crime Branch has arrested three cow vigilantes for the murder of a 29-year-old Muslim man who was allegedly caught illegally transporting a cow and a calf about a week ago.
  
  Police officials said that the three accused identified as Dhaval Bhatt, Vikramsinh Bhati and Alpesh Rabari along with four others were chasing the car in which Mohammad Ayyub and Sumer were allegedly transporting a cow and a calf on the Eid.
  
  ""Since they feared that they would be caught by the miscreants, they sped at a high speed and near Prahlad Nagar, they crashed into an Innova car. Ayyub was injured in the mishap but tried to flee the spot. While the miscreants chased him down and started beating him, Sumer who was running in another direction was saved by a police men who was posted in the area,"" said senior police officer J K Bhatt.
  
  Police officials revealed that Mr Ayyub was beaten up with baseball bats and wooden rods. Officials said that hunt is on for four more accused.In the past they have revealed that on five to six instances they had recovered the cows. We are investigating if money was demanded,"" Said Mr Bhatt.
  
  The police officials also stated that the accused were also tipped off about the movement of the Indigo car with a cow and a calf.
  
  
  ""They had been tipped off about the car coming from North Gujarat and from Adalaj on the outskirts of Ahmedabad, they started chasing it,"" added Mr Bhatt.","['cows', 'alpesh rabari', 'movement', 'dhaval bhatt', 'miscreants', 'old muslim man', 'eid', 'ahmedabad crime branch', 'vikramsinh bhati', 'week', 'mr ayyub', 'ayyub', 'north gujarat', 'calf', 'adalaj', 'others', 'wooden rods', 'high speed', 'officials', 'outskirts', 'hunt', 'police men', 'ahmedabad', 'baseball bats', 'sumer', 'senior police officer j k bhatt', 'past', 'indigo car', 'prahlad nagar', 'innova car', 'direction', 'cow vigilantes', 'mohammad ayyub', 'mishap', 'car', 'money', 'spot', 'cow', 'murder', 'area', 'instances', 'year', 'mr bhatt', 'police officials']",Prahlad Nagar,23.01237833,72.51035965,11:00,07-06-2019,Murder
